system:index,Meann
A20000610_0100,"{temperature=9.546427368362947, total_precipitation=0.5055087500345145, pressure=74337.45868183454, wind_u=6.861818206919404, wind_v=1.976364414501479, longwave_radiation=273.5475309937324, convective_fraction=0.4708498329513764, potential_energy=84.90023668443001, potential_evaporation=0.243278280917801, shortwave_radiation=226.88052130215095}"
A20000610_0200,"{temperature=8.161015269072562, total_precipitation=0.5274646271088161, pressure=74437.11673081703, wind_u=6.502423999779111, wind_v=1.812309688820168, longwave_radiation=273.55188419802863, convective_fraction=0.4383454896871635, potential_energy=99.91891454289429, potential_evaporation=0.243278280917801, shortwave_radiation=109.9368548471713}"
A20000610_0300,"{temperature=6.774324212386474, total_precipitation=0.06508828450727562, pressure=74536.79680923324, wind_u=6.142948339177736, wind_v=1.6489839025871829, longwave_radiation=276.9158243366376, convective_fraction=0.2970759919374881, potential_energy=114.94203142170808, potential_evaporation=0.243278280917801, shortwave_radiation=0.5164477455338655}"
A20000610_0400,"{temperature=5.774514454537944, total_precipitation=0.06316173067896297, pressure=74465.96606565976, wind_u=5.3070762349173055, wind_v=1.0987044757986593, longwave_radiation=276.92090427147474, convective_fraction=0.4550135571692855, potential_energy=84.04676963856754, potential_evaporation=0.05292943645249472, shortwave_radiation=0.0}"
A20000610_0500,"{temperature=4.775015324295244, total_precipitation=0.038737498964574665, pressure=74395.16349200651, wind_u=4.471084021315956, wind_v=0.5477234447911206, longwave_radiation=276.92598337797176, convective_fraction=0.8036588729049895, potential_energy=53.15318750862853, potential_evaporation=0.05292943645249472, shortwave_radiation=0.0}"
A20000610_0600,"{temperature=3.7748676036115896, total_precipitation=0.025569715879283215, pressure=74324.38901952127, wind_u=3.63499958582986, wind_v=-0.002738216859486049, longwave_radiation=225.12498936963306, convective_fraction=0.2928597205732116, potential_energy=22.259633652704544, potential_evaporation=0.05292943645249472, shortwave_radiation=0.0}"
A20000610_0700,"{temperature=3.1166239611232553, total_precipitation=0.04689037744705528, pressure=74378.28334069642, wind_u=3.428301626308091, wind_v=0.7253204296324931, longwave_radiation=225.1277063257587, convective_fraction=0.412446511306845, potential_energy=18.27469575061435, potential_evaporation=0.005994069083579536, shortwave_radiation=0.0}"
A20000610_0800,"{temperature=2.4591517795510627, total_precipitation=0.022223331584614963, pressure=74432.22924621037, wind_u=3.2215233177789444, wind_v=1.453217273656018, longwave_radiation=225.13000966397001, convective_fraction=0.17142697904299087, potential_energy=14.288018996603803, potential_evaporation=0.005994069083579536, shortwave_radiation=0.0}"
A20000610_0900,"{temperature=1.8017512418633057, total_precipitation=0.07390898196979322, pressure=74486.11861750015, wind_u=3.0154007786398664, wind_v=2.1804086478725475, longwave_radiation=214.5754167932186, convective_fraction=0.5282491923682251, potential_energy=10.301748681558385, potential_evaporation=0.005994069083579536, shortwave_radiation=0.0}"
A20000610_1000,"{temperature=1.6321009470690793, total_precipitation=0.10407386586409699, pressure=74499.25488610326, wind_u=2.939762266339015, wind_v=2.319342021702515, longwave_radiation=214.57521219316885, convective_fraction=0.41617381616368027, potential_energy=7.7387507524090955, potential_evaporation=-0.004906709556285722, shortwave_radiation=0.0}"
A20000610_1100,"{temperature=1.462572272689644, total_precipitation=0.022479730513294875, pressure=74512.37033409723, wind_u=2.8645169395587717, wind_v=2.4578592925973997, longwave_radiation=214.57522406604627, convective_fraction=0.1634474970317807, potential_energy=5.1752650965016445, potential_evaporation=-0.004906709556285722, shortwave_radiation=0.0}"
A20000610_1200,"{temperature=1.293072314106659, total_precipitation=0.04258297484606679, pressure=74525.47781235338, wind_u=2.7893003285749787, wind_v=2.59626142419306, longwave_radiation=219.52305823232203, convective_fraction=0.3999924179252839, potential_energy=2.6110858436645783, potential_evaporation=-0.004906709556285722, shortwave_radiation=42.01934958721044}"
A20000610_1300,"{temperature=2.9502418753624218, total_precipitation=0.06364756882127168, pressure=74491.39738769087, wind_u=2.740493966921613, wind_v=3.0858199188226543, longwave_radiation=219.51862108954367, convective_fraction=0.10376257006378219, potential_energy=18.265178893889633, potential_evaporation=0.13924037606648823, shortwave_radiation=182.03465991109144}"
A20000610_1400,"{temperature=4.607754369495014, total_precipitation=0.013533545020294344, pressure=74457.3149498855, wind_u=2.693110969986471, wind_v=3.5756236021757766, longwave_radiation=219.51292128006196, convective_fraction=0.021197752436701005, potential_energy=33.91468536874951, potential_evaporation=0.13924037606648823, shortwave_radiation=325.3283735814672}"
A20000610_1500,"{temperature=6.265281221525832, total_precipitation=0.008173763702128838, pressure=74423.2851207997, wind_u=2.645619184360935, wind_v=4.065484164894941, longwave_radiation=236.70255487754383, convective_fraction=0.009357345997735873, potential_energy=49.566484689510446, potential_evaporation=0.13924037606648823, shortwave_radiation=487.8217294916752}"
A20000610_1600,"{temperature=7.603181378910478, total_precipitation=0.0057828147002788755, pressure=74437.87203026206, wind_u=3.5192094872573665, wind_v=4.405707816771132, longwave_radiation=236.6991020791343, convective_fraction=0.28121814065218004, potential_energy=72.48939580859822, potential_evaporation=0.49459490846839904, shortwave_radiation=645.8129469862224}"
A20000610_1700,"{temperature=8.941965375376236, total_precipitation=0.013984548692602926, pressure=74452.50070850708, wind_u=4.393665129635255, wind_v=4.74578319573681, longwave_radiation=236.6960811221251, convective_fraction=0.4132831929756747, potential_energy=95.41408907419171, potential_evaporation=0.49459490846839904, shortwave_radiation=791.1477138636553}"
A20000610_1800,"{temperature=10.279793743269762, total_precipitation=0.008179374326973524, pressure=74467.12241626858, wind_u=5.26742496617611, wind_v=5.086070077587878, longwave_radiation=267.83257751884486, convective_fraction=0.2584212773007153, potential_energy=118.3365372062844, potential_evaporation=0.49459490846839904, shortwave_radiation=804.968276389541}"
A20000610_1900,"{temperature=10.935765524477478, total_precipitation=0.02570000828340283, pressure=74494.02817240526, wind_u=5.333808156390646, wind_v=5.422506281580474, longwave_radiation=267.83141314852145, convective_fraction=0.3449761161885305, potential_energy=122.01772736560181, potential_evaporation=0.7117532705635476, shortwave_radiation=817.5411362619766}"
A20000610_2000,"{temperature=11.59197365877905, total_precipitation=0.08748324819835991, pressure=74520.91203578433, wind_u=5.400827788055336, wind_v=5.75938426705691, longwave_radiation=267.8304163790484, convective_fraction=0.2946958610597235, potential_energy=125.699149018417, potential_evaporation=0.7117532705635476, shortwave_radiation=790.588238782892}"
A20000610_2100,"{temperature=12.248266836016267, total_precipitation=0.24559328492144572, pressure=74547.85144186439, wind_u=5.466804815418178, wind_v=6.095470083110142, longwave_radiation=291.72766684153856, convective_fraction=0.5066129165861338, potential_energy=129.37560858160535, potential_evaporation=0.7117532705635476, shortwave_radiation=651.3189297567443}"
A20000610_2200,"{temperature=12.175649411231289, total_precipitation=0.3352330121213795, pressure=74500.96100974685, wind_u=5.045002346964136, wind_v=6.0200836623685055, longwave_radiation=291.7272777977194, convective_fraction=0.6156737913134716, potential_energy=89.29101272882905, potential_evaporation=0.5953874423613223, shortwave_radiation=573.2720526272195}"
A20000610_2300,"{temperature=12.104136731369278, total_precipitation=0.12334715741226505, pressure=74454.09118425056, wind_u=4.623224176491706, wind_v=5.944913714553942, longwave_radiation=291.72728608112214, convective_fraction=0.6089642350277492, potential_energy=49.19793467156312, potential_evaporation=0.5953874423613223, shortwave_radiation=470.2071755805287}"
A20000611_0000,"{temperature=12.031907943783335, total_precipitation=0.1697398459287076, pressure=74407.19972526714, wind_u=4.201548720214263, wind_v=5.869798989424855, longwave_radiation=285.7256840710164, convective_fraction=0.5057906314714088, potential_energy=9.109894690338797, potential_evaporation=0.5953874423613223, shortwave_radiation=346.8607696937902}"
A20000611_0100,"{temperature=10.736176511764185, total_precipitation=0.04539788497114615, pressure=74433.41200982966, wind_u=3.841791976143803, wind_v=4.823675621945499, longwave_radiation=285.7292395836211, convective_fraction=0.444998456525941, potential_energy=64.22783731396859, potential_evaporation=0.2385700886324102, shortwave_radiation=222.50369075296146}"
A20000611_0200,"{temperature=9.44006543888232, total_precipitation=0.041041212690173114, pressure=74459.67329210049, wind_u=3.482091835325955, wind_v=3.777378855233733, longwave_radiation=285.73228842808646, convective_fraction=0.43813396195156995, potential_energy=119.34528514233654, potential_evaporation=0.2385700886324102, shortwave_radiation=108.46078935306633}"
A20000611_0300,"{temperature=8.144272433568865, total_precipitation=0.024092950824198593, pressure=74485.9007115443, wind_u=3.1221296628655058, wind_v=2.730989866637216, longwave_radiation=258.9144241654473, convective_fraction=0.47028267112129674, potential_energy=174.4644488499877, potential_evaporation=0.2385700886324102, shortwave_radiation=1.1210537592843142}"
A20000611_0400,"{temperature=7.498693431261585, total_precipitation=0.036457486815583855, pressure=74539.19818344976, wind_u=3.0466027003893217, wind_v=2.5909448601485514, longwave_radiation=258.9160035342519, convective_fraction=0.5011127122621974, potential_energy=173.803559654306, potential_evaporation=0.03317846315266314, shortwave_radiation=0.0}"
A20000611_0500,"{temperature=6.853265041278979, total_precipitation=0.009640069580583707, pressure=74592.4765527239, wind_u=2.9709987022668924, wind_v=2.450553331308503, longwave_radiation=258.91907198277073, convective_fraction=0.20804341055305525, potential_energy=173.14295496590003, potential_evaporation=0.03317846315266314, shortwave_radiation=0.0}"
A20000611_0600,"{temperature=6.2072264406218345, total_precipitation=0.008470221166855347, pressure=74645.75361819034, wind_u=2.8957379131347163, wind_v=2.3105469806996735, longwave_radiation=244.82482149266926, convective_fraction=0.22005452411850798, potential_energy=172.48151089267492, potential_evaporation=0.03317846315266314, shortwave_radiation=0.0}"
A20000611_0700,"{temperature=5.609539995029983, total_precipitation=0.009549957202418757, pressure=74652.02869370747, wind_u=2.898734019935392, wind_v=2.4689877681751695, longwave_radiation=244.8268202777703, convective_fraction=0.0, potential_energy=148.87529193472687, potential_evaporation=0.014721382223817558, shortwave_radiation=0.0}"
A20000611_0800,"{temperature=5.011965375376235, total_precipitation=0.01055831239473176, pressure=74658.30788662785, wind_u=2.901579644918134, wind_v=2.627397078719939, longwave_radiation=244.82866278267105, convective_fraction=0.0, potential_energy=125.26737123450323, potential_evaporation=0.014721382223817558, shortwave_radiation=0.0}"
A20000611_0900,"{temperature=4.413858685147883, total_precipitation=0.011570743021233124, pressure=74664.57017201875, wind_u=2.9043457492337876, wind_v=2.7864188088466757, longwave_radiation=241.32358450451457, convective_fraction=0.0, potential_energy=101.66072816633077, potential_evaporation=0.014721382223817558, shortwave_radiation=0.0}"
A20000611_1000,"{temperature=4.204077643095809, total_precipitation=0.014797780048043744, pressure=74685.92827014945, wind_u=2.9916111218488552, wind_v=2.5927321423640857, longwave_radiation=241.32443962779917, convective_fraction=0.30615697876687764, potential_energy=67.92742943921364, potential_evaporation=0.006949070878316813, shortwave_radiation=0.0}"
A20000611_1100,"{temperature=3.9940425766905285, total_precipitation=0.015031758566419095, pressure=74707.25530220618, wind_u=3.078282850595027, wind_v=2.399141011127373, longwave_radiation=241.32552530579557, convective_fraction=0.2647020432393629, potential_energy=34.19510793273877, potential_evaporation=0.006949070878316813, shortwave_radiation=0.0}"
A20000611_1200,"{temperature=3.7833003837976875, total_precipitation=0.02021693679763648, pressure=74728.6014918409, wind_u=3.165572797305135, wind_v=2.205536074219291, longwave_radiation=237.2048270149378, convective_fraction=0.41534138388049835, potential_energy=0.4595075240908967, potential_evaporation=0.006949070878316813, shortwave_radiation=41.45567926664275}"
A20000611_1300,"{temperature=4.979648231493523, total_precipitation=0.09696870530413901, pressure=74757.55570422731, wind_u=3.623409724714914, wind_v=2.659628351326726, longwave_radiation=237.20218295275714, convective_fraction=0.0, potential_energy=2.79830930226137, potential_evaporation=0.16936147113234132, shortwave_radiation=178.36618322887054}"
