new_site_id,site_id,lat_wgs84,lon_wgs84,site_name,country,continent,DO_index,DO_ts_availability,DO_ts_continuity,DO_nobs_1950,DO_nobs,DO_min,DO_max,DO_mean,DO_median,DO_std,DO_iqr,DO_tstart,DO_tend,DO_tyear,DO_tdata,DO_tgap,DO_pct_min,DO_pct_max,DO_pct_mean,DO_pct_median,DO_pct_std,DO_pct_iqr,WT_index,WT_ts_availability,WT_ts_continuity,WT_nobs_1950,WT_nobs,WT_min,WT_max,WT_mean,WT_median,WT_std,WT_iqr,WT_tstart,WT_tend,WT_tyear,WT_tdata,WT_tgap,WT_pct_min,WT_pct_max,WT_pct_mean,WT_pct_median,WT_pct_std,WT_pct_iqr
g2163,USGS-02393000,34.08593209,-84.52965369,"NOONDAY CREEK AT GA 92, NEAR WOODSTOCK, GA",United States,North America,DO_18824,0.8,0.36,535,535,4.1,12.2,8.574392523,8.5,1.52332623,2.5,1996,2020,25,21,4,0.0328,0.082,0.0696,0.0765,0.0127,0.0191,WT_19267,0.74,0.25,225,225,1.4,290,22.28088889,8.4,41.69741598,12,1996,2020,25,21,4,0.0109,0.0355,0.0293,0.0328,0.00636,0.00546
g2164,USGS-02394000,34.1629722,-84.7410833,"ETOWAH RIVER AT ALLATOONA DAM, ABV CARTERSVILLE,GA",United States,North America,DO_18828,0.45,0.06,228,228,3.1,13,7.768859649,7.5,2.452804655,4.3,1968,2005,38,29,9,0.00546,0.0874,0.0215,0.0191,0.0147,0.0082,WT_19271,0.4,0.07,132,132,1,70,6.734848485,5,8.349118753,6,1969,1996,28,26,2,0.00273,0.0328,0.0139,0.0109,0.0078,0.0102
g2165,USGS-02394980,34.18898489,-84.9252203,"ETOWAH RIVER AT HARDIN BRIDGE RD, NR EUHARLEE, GA",United States,North America,DO_18844,0.94,0.19,872,872,4.4,13.8,9.016055046,8.85,1.635026773,2.6,1974,2020,47,47,0,0.0109,0.12,0.0507,0.0464,0.024,0.0437,WT_19285,0.89,0.11,490,490,0.1,952,24.35714286,9,64.90163046,13,1975,2020,46,46,0,0.0109,0.0328,0.0291,0.0328,0.00605,0.00546
g2166,USGS-02396000,34.25731583,-85.1582835,"ETOWAH RIVER AT ROME, GA.",United States,North America,DO_18852,0.8,0.22,283,283,5,14,8.873498233,8.6,1.595723714,2.6,1968,1996,29,28,1,0.00546,0.0492,0.0276,0.0301,0.00878,0.00888,WT_19293,0.75,0.12,245,245,1,2250,44.28979592,25,147.7062107,25,1969,1996,28,26,2,0.00546,0.0355,0.0257,0.0301,0.00947,0.0109
g2167,USGS-02397000,34.2005,-85.2564167,"COOSA RIVER (MAYO'S BAR) NEAR ROME, GA",United States,North America,DO_18858,0.63,0.17,353,353,4.7,14,8.352691218,8,1.709515435,2.3,1968,2005,38,30,8,0.00546,0.183,0.0321,0.0301,0.03,0.0102,WT_19299,0.07,0.02,44,44,1,120,29.20454545,24,23.01120005,18,1969,2005,37,13,24,0.00273,0.0492,0.00925,0.00273,0.0128,0.0082
g2168,USGS-02397500,34.06019444,-85.3135556,"CEDAR CREEK NEAR CEDARTOWN, GA",United States,North America,DO_18866,0.63,0.22,355,355,1.2,14.2,8.110985915,8,2.349215814,2.9,1968,2005,38,30,8,0.00546,0.172,0.0323,0.0328,0.0281,0.0102,WT_19307,0.09,0.02,41,41,1,376,21.53658537,7,60.54836809,8,1969,2005,37,11,26,0.00273,0.0301,0.0102,0.0082,0.00838,0.0082
g2169,USGS-02397530,34.20176124,-85.447458,"COOSA RIVER AT STATE LINE, AL/GA",United States,North America,DO_18867,0.93,0.19,884,884,3.1,15,8.342081448,8.4,1.85634554,2.8,1974,2020,47,47,0,0.0109,0.167,0.0514,0.0437,0.0278,0.0437,WT_19308,0.91,0.11,528,528,1,580,25.2094697,15,42.29109731,13.25,1974,2020,47,47,0,0.0109,0.0492,0.0307,0.0328,0.00559,0.00273
g2170,USGS-02398037,34.3356461,-85.44523639,"CHATTOOGA RIVER AT CHATTOOGAVILLE, GA",United States,North America,DO_18877,0.93,0.19,853,853,4,15.8,8.60926143,8.3,1.961333034,2.9,1974,2020,47,47,0,0.0082,0.0847,0.0496,0.0464,0.0222,0.0437,WT_19314,0.91,0.11,482,482,1,230,20.37738589,13,26.69183043,13.2,1977,2020,44,44,0,0.0109,0.0328,0.0299,0.0328,0.00571,0.00273
g2171,USGS-02413210,33.49269444,-85.2793056,"LITTLE TALLAPOOSA R AT GA 100, NEAR BOWDON, GA",United States,North America,DO_18897,0.81,0.28,732,732,4.1,13,8.341666667,8,1.790161273,2.625,1974,2020,47,41,6,0.0082,0.0792,0.0488,0.0355,0.0228,0.0437,WT_19325,0.36,0.24,181,181,1.6,420,26.19392265,12,46.08409001,16,1979,2020,42,19,23,0.00273,0.0328,0.026,0.0328,0.0108,0.0109
g2172,USGS-02429500,31.54682748,-87.5124908,ALABAMA RIVER AT CLAIBORNE AL,United States,North America,DO_9819,0.55,0.05,446,446,6,14.6,9.261659193,9,1.491975907,2,1969,2020,52,41,11,0.0109,0.107,0.0297,0.0273,0.0172,0.0164,WT_17110,0.36,0.08,45,45,9,110,37.86666667,31,27.40321813,39,1967,1977,11,10,1,0.00273,0.0328,0.0123,0.00546,0.0118,0.0171
g2173,USGS-03007800,41.81867578,-78.29279129,"Allegheny River at Port Allegany, PA",United States,North America,DO_39191,0.88,0.23,178,178,4.8,15.5,10.31067416,10.25,2.212413798,3.45,2010,2019,10,10,0,0.0082,0.117,0.0486,0.0328,0.0347,0.0451,WT_24573,0.5,0.06,55,55,6,78,17.81818182,10,18.24939462,15,2010,2019,10,10,0,0.00273,0.0246,0.015,0.015,0.00634,0.00478
g2174,USGS-03010500,41.963398,-78.3861287,"Allegheny River at Eldred, PA",United States,North America,DO_39194,0.34,0.01,94,94,5.5,14.9,10.12234043,9.85,2.446817299,4.125,1996,2019,24,19,5,0.00273,0.0191,0.0135,0.0137,0.00422,0.00546,WT_24576,0.3,0.01,63,63,2,88,15.65079365,10,15.38973132,11,2002,2019,18,18,0,0.00273,0.0191,0.00956,0.00956,0.00442,0.00478
g2175,USGS-03012600,41.82450438,-79.1189322,"Allegheny River at Warren, PA",United States,North America,DO_39202,0.18,0.01,109,109,6.7,17.1,11.70183486,11.6,2.513002544,4.4,1970,2019,50,19,31,0.00273,0.0273,0.0157,0.0137,0.00514,0.00546,WT_24582,0.2,0.01,41,41,2,232,16.63414634,6,38.64049437,2,2002,2019,18,18,0,0.00273,0.0164,0.00622,0.00546,0.00417,0.00478
g2176,USGS-03013000,42.1708333,-79.0691667,CONEWANGO CREEK AT WATERBORO NY,United States,North America,DO_34065,0.28,0.16,68,68,3.6,17,9.310294118,9.2,2.373116831,2.75,1969,1989,21,8,13,0.00273,0.0328,0.0232,0.0287,0.013,0.0137,WT_23282,0.98,0.69,56,56,2,290,24.08928571,17,39.82748105,15,1971,1975,5,5,0,0.0273,0.0328,0.0306,0.0301,0.00229,0.00273
g2177,USGS-03015000,41.9381145,-79.133101,"Conewango Creek at Russell, PA",United States,North America,DO_39203,0.21,0.02,112,112,4.2,15.3,9.784821429,9.45,2.71960549,4.625,1975,2019,45,21,24,0.00273,0.0219,0.0146,0.0137,0.00549,0.0082,WT_24583,0.19,0.01,102,102,2,260,21.58823529,14,29.77983667,15.5,1976,2019,44,19,25,0.0082,0.0219,0.0147,0.0137,0.00419,0.00683
g2178,USGS-03015500,41.8525587,-79.3172708,"Brokenstraw Creek at Youngsville, PA",United States,North America,DO_39205,0.2,0,103,103,6.1,15.7,11.12815534,11.1,2.431872412,3.7,1975,2019,45,20,25,0.00273,0.0191,0.0141,0.0137,0.0048,0.0082,WT_24585,0.09,0,47,47,2,400,28.08510638,10,59.63797659,19,1976,2019,44,19,25,0.00273,0.0137,0.00676,0.00546,0.0032,0.00273
g2179,USGS-03016000,41.5708949,-79.4078243,"Allegheny River at West Hickory, PA",United States,North America,DO_39209,0.19,0,98,98,5.2,15.5,10.70612245,10.7,2.30064161,3.4,1975,2019,45,20,25,0.00273,0.0191,0.0134,0.0137,0.00493,0.00546,WT_24588,0.12,0,61,61,0.1,86,13.60819672,8,15.71190944,10,1976,2019,44,19,25,0.00273,0.0191,0.00877,0.0082,0.00433,0.0041
g2180,USGS-03017500,41.60200599,-79.0500392,"Tionesta Creek at Lynch, PA",United States,North America,DO_39210,0.15,0,99,99,4.9,15.3,11.05454545,11.2,2.216324993,2.8,1965,2019,55,21,34,0.00273,0.0191,0.0129,0.0137,0.00512,0.00546,WT_24589,0.08,0,40,40,2,320,29.5,12,60.62198975,15,1976,2019,44,17,27,0.00273,0.0137,0.00643,0.00546,0.00305,0.00273
g2181,USGS-03020500,41.4817261,-79.6953304,"Oil Creek at Rouseville, PA",United States,North America,DO_39215,0.18,0.01,97,97,5.2,17.6,11.71340206,11.8,2.256824321,3.6,1975,2019,45,19,26,0.00273,0.0191,0.0139,0.0137,0.00436,0.00683,WT_24593,0.28,0.01,58,58,2,170,20.62068966,10,31.7118759,12,2002,2019,18,18,0,0.00273,0.0164,0.0088,0.0082,0.00435,0.00751
g2182,USGS-03023330,41.58922097,-80.15006029,"French Creek near Meadville, PA",United States,North America,DO_39226,0.19,0,102,102,5.7,15.2,10.53137255,10.45,2.281912538,3.6,1976,2019,44,19,25,0.00546,0.0191,0.0147,0.0137,0.00409,0.0082,WT_24602,0.16,0.01,83,83,2,120,20.60240964,12,22.41457483,14,1976,2019,44,19,25,0.00546,0.0191,0.0119,0.0109,0.00409,0.0041
g2183,USGS-03025490,41.4017246,-79.8314437,"French Creek at Franklin, PA",United States,North America,DO_39228,0.18,0.01,97,97,5.2,17.1,11.16494845,11.4,2.268031509,3.7,1976,2019,44,19,25,0.0082,0.0191,0.0139,0.0137,0.00385,0.00683,WT_24604,0.13,0,66,66,2,160,18.84848485,12,29.59014515,9.5,1976,2019,44,18,26,0.00273,0.0164,0.01,0.0082,0.00375,0.00273
g2184,USGS-03026175,41.2642262,-79.84116449,"Allegheny River at Kennerdell, PA",United States,North America,DO_39230,0.66,0.18,143,143,5.2,20.2,10.71538462,10.4,2.568095356,4.45,2002,2019,18,17,1,0.0109,0.0355,0.023,0.0219,0.0088,0.0164,WT_24606,0.39,0.05,83,83,2,150,18.24096386,12,20.92587986,12,2002,2019,18,17,1,0.00546,0.0301,0.0133,0.0109,0.00579,0.00546
g2185,USGS-03029500,41.3306189,-79.2089298,"Clarion River at Cooksburg, PA",United States,North America,DO_39286,0.2,0,119,119,5.6,17.1,10.70252101,10.5,2.222933708,3.35,1971,2019,49,24,25,0.00546,0.0191,0.0135,0.0137,0.0043,0.00615,WT_24613,0.08,0,40,40,2,76,12.5,10,14.75092348,6,1976,2019,44,17,27,0.00273,0.0137,0.00643,0.00546,0.0032,0.00273
g2186,USGS-03030852,41.1297847,-79.5542134,"Clarion River at Callensburg, PA",United States,North America,DO_39329,0.46,0.01,98,98,5,18.6,10.53571429,10.4,2.34367981,3.475,2002,2019,18,18,0,0.0082,0.0191,0.0149,0.0137,0.00366,0.00751,WT_24615,0.22,0.01,47,47,2,32,9.361702128,8,5.899246569,4,2002,2019,18,17,1,0.00273,0.0164,0.00755,0.00546,0.00448,0.00273
g2187,USGS-03032500,40.9945093,-79.3942088,"Redbank Creek at St. Charles, PA",United States,North America,DO_39396,0.19,0.01,124,124,5.7,16.4,10.67258065,10.45,2.125889148,3.3,1965,2019,55,25,30,0.00273,0.0219,0.0136,0.0137,0.00435,0.00546,WT_24620,0.12,0.01,63,63,2,126,15.3015873,8,20.8439942,8,1976,2019,44,19,25,0.00273,0.0191,0.00906,0.0082,0.00499,0.00683
g2188,USGS-03034000,40.93923105,-79.00836738,"Mahoning Creek at Punxsutawney, PA",United States,North America,DO_39400,0.69,0.19,197,197,6,16.8,10.85228426,11.2,2.112781231,2.855,2002,2019,18,18,0,0.0082,0.0847,0.0299,0.0246,0.021,0.0184,WT_24621,0.38,0.03,80,80,2,220,20.025,10,32.65507307,10,2002,2019,18,18,0,0.00546,0.0219,0.0121,0.0123,0.00432,0.00751
g2189,USGS-03036240,40.84756467,-79.36198569,"South Fork Pine Creek near Echo, PA",United States,North America,DO_39402,0.89,0.29,101,101,6.8,20.7,10.97524752,10.7,2.31583272,3.2,2006,2015,10,10,0,0.0082,0.0328,0.0276,0.0301,0.00711,0.00273,WT_24623,0.41,0.04,45,45,2,56,19.11111111,14,15.87768907,18,2006,2015,10,10,0,0.00273,0.0191,0.0123,0.0137,0.00451,0.00273
g2190,USGS-03036500,40.82034197,-79.531434,"Allegheny River at Kittanning, PA",United States,North America,DO_39405,0.21,0.02,128,128,6.1,16.6,10.75859375,10.3,2.512379659,4.45,1975,2019,45,20,25,0.00273,0.0464,0.0175,0.0164,0.00919,0.00615,WT_24624,0.3,0.03,62,62,2,192,17.19354839,12,25.21633527,11.5,2002,2019,18,18,0,0.00273,0.0191,0.00941,0.0082,0.00377,0.00273
g2191,USGS-03039410,40.07840969,-79.1016952,"Quemahoning Creek at Enoch near Quecreek, PA",United States,North America,DO_39413,0.92,0.49,63,63,4.1,16.2,9.633333333,10,2.763004442,4.25,2005,2010,6,6,0,0.0191,0.0328,0.0287,0.0301,0.00511,0.0041,WT_24625,0.72,0.15,49,49,2,156,16.24489796,12,22.28745033,12,2005,2010,6,6,0,0.0137,0.0273,0.0223,0.0246,0.00609,0.00956
g2192,USGS-03044000,40.4545117,-79.3908724,"Conemaugh River at Tunnelton, PA",United States,North America,DO_39430,0.21,0.01,195,195,5.9,19,10.79230769,11.6,2.620563271,5.145238095,1975,2019,45,20,25,0.00273,0.126,0.0266,0.0164,0.0303,0.00546,WT_24628,0.32,0.01,67,67,2,100,14.56716418,10,16.00683933,10,2002,2019,18,18,0,0.00546,0.0164,0.0102,0.00956,0.00395,0.00273
g2193,USGS-03044838,40.2517398,-79.1550306,"Mill Creek at Waterford near Wilpen, PA",United States,North America,DO_39431,0.96,0.52,123,123,7.2,17.3,11.24390244,11,1.922734833,2.6,2005,2015,11,11,0,0.0246,0.0355,0.0306,0.0328,0.00342,0.00546,WT_24629,0.4,0.06,48,48,2,18,7.291666667,6,3.655123675,2,2005,2015,11,11,0,0.00273,0.0219,0.0119,0.0109,0.00536,0.00546
g2194,USGS-03049652,40.52756794,-79.8472722,"Allegheny River at Hulton Bridge at Oakmont, PA",United States,North America,DO_39447,0.64,0.11,270,270,6,16.1,10.16407407,9.4,2.138064347,2.7,2001,2019,19,19,0,0.0109,0.112,0.0388,0.0328,0.0256,0.026,WT_24633,0.42,0.04,90,90,2,152,19.77777778,12,26.29554488,11.5,2002,2019,18,18,0,0.00273,0.0301,0.0137,0.0137,0.00629,0.00546
g2195,USGS-03063000,39.72702308,-79.9114471,"Monongahela R L&D8 (Lower Pool) @ Point Marion, PA",United States,North America,DO_39462,0.35,0.05,217,217,4.7,18,10.69170507,10.2,2.616228793,4,1969,2019,51,25,26,0.00273,0.0328,0.0237,0.0301,0.00895,0.0137,WT_24634,0.19,0.01,112,112,2,270,21.54464286,12,33.92436962,16,1970,2019,50,21,29,0.00273,0.0301,0.0146,0.0164,0.00725,0.0082
g2196,USGS-03070470,39.7636876,-79.66338,"Mill Run near Elliottsville, PA",United States,North America,DO_39473,0.94,0.2,167,167,6.7,15,10.70598802,10.5,1.563734355,2.35,2005,2019,15,15,0,0.0273,0.0328,0.0304,0.0301,0.00228,0.0041,WT_24642,0.28,0.03,50,50,2,74,13.76,8,14.09379658,8,2005,2019,15,15,0,0.00273,0.0191,0.00911,0.0082,0.00469,0.00683
g2197,USGS-03071700,39.74202255,-79.8995017,"Cheat River at Point Marion, PA",United States,North America,DO_39476,0.7,0.12,127,127,5.5,15.2,10.08897638,10,2.309718197,4.1,2002,2015,14,14,0,0.0109,0.0437,0.0248,0.0232,0.00937,0.0109,WT_24643,0.26,0.02,43,43,2,82,11.1627907,8,12.59805396,6,2002,2015,14,13,1,0.00273,0.0164,0.00904,0.0082,0.00408,0.00273
g2198,USGS-03072000,39.7592449,-79.9706152,"Dunkard Creek at Shannopin, PA",United States,North America,DO_39477,0.37,0.06,200,200,5.3,15.8,10.55,10.4,2.204358406,3.2,1975,2019,45,23,22,0.00273,0.0328,0.0238,0.0273,0.00877,0.0123,WT_24644,0.6,0.06,128,128,2,810,28.546875,14,77.90715849,14,2002,2019,18,18,0,0.0082,0.0328,0.0194,0.0191,0.00675,0.0109
g2199,USGS-03072700,39.8022995,-80.1170085,"Whiteley Creek at Kirby, PA",United States,North America,DO_39485,0.9,0.32,99,99,5.5,15,10.00909091,10.1,2.313319503,3.55,2010,2019,10,10,0,0.0082,0.0328,0.027,0.0287,0.00734,0.00683,WT_24646,0.74,0.11,81,81,6,610,33.85185185,18,71.34337935,20,2010,2019,10,10,0,0.0082,0.0301,0.0221,0.0246,0.00711,0.00956
g2200,USGS-03073000,39.92313056,-80.072558,"South Fork Tenmile Creek at Jefferson, PA",United States,North America,DO_39490,0.2,0.07,190,190,4.4,18.2,10.73789474,10.77777778,2.611370208,3.53,1975,2019,45,12,33,0.00273,0.0847,0.0433,0.0396,0.029,0.0396,WT_24650,0.58,0.12,61,61,6,530,38.55737705,12,82.68988745,14,2011,2019,9,9,0,0.0109,0.0273,0.0185,0.0191,0.0056,0.00546
g2201,USGS-03075001,40.06868445,-79.9042146,"Monongahela River at North Charleroi, PA",United States,North America,DO_39494,0.73,0.11,167,167,4.8,17.1,10.78982036,10.8,2.502134865,4.45,2002,2019,18,18,0,0.00546,0.0437,0.0253,0.0273,0.00955,0.0109,WT_24652,0.53,0.03,112,112,2,220,23.92857143,11,31.72849752,16.5,2002,2019,18,18,0,0.00546,0.0273,0.017,0.0164,0.00582,0.00751
g2202,USGS-03075070,40.26229225,-79.9011597,"Monongahela River at Elizabeth, PA",United States,North America,DO_39496,0.41,0.19,202,202,4.5,15.2,8.916831683,8.012727273,2.388389369,3.075,1999,2019,21,12,9,0.00546,0.183,0.046,0.0273,0.0528,0.00615,WT_24653,0.32,0.04,68,68,6,120,22.05882353,12,24.56783624,12.5,2002,2019,18,11,7,0.00273,0.0246,0.0169,0.0164,0.007,0.00546
g2203,USGS-03077500,39.80535485,-79.3642019,"Youghiogheny River at Youghiogheny River Dam, PA",United States,North America,DO_39500,0.33,0.11,174,174,6.7,16.8,10.34770115,10.2,2.204139669,3.875,1975,2019,45,20,25,0.00273,0.0355,0.0238,0.0287,0.00971,0.0171,WT_24654,0.23,0.01,48,48,2,50,8.625,6,7.883797012,2,2002,2019,18,18,0,0.00273,0.0137,0.00729,0.0082,0.00338,0.00478
g2204,USGS-03078020,39.7323047,-79.1005835,"Casselman River near Salisbury, PA",United States,North America,DO_39501,0.77,0.22,163,163,6.8,20.2,11.14171779,10.8,2.269600932,3.15,2002,2019,18,18,0,0.0109,0.0328,0.0247,0.0273,0.0082,0.0164,WT_24655,0.35,0.03,73,73,2,422,20.52054795,8,51.35175795,8,2002,2019,18,18,0,0.00273,0.0191,0.0111,0.0109,0.00444,0.00478
g2205,USGS-03083500,40.2402222,-79.8066944,"Youghiogheny River at Sutersville, PA",United States,North America,DO_39564,0.39,0.06,348,348,4.7,16,9.981896552,9.8,2.012909763,2.542105263,1976,2019,44,26,18,0.00546,0.109,0.0366,0.026,0.0308,0.0164,WT_24683,0.5,0.04,106,106,2,370,33.0754717,12,65.73897852,16,2002,2019,18,18,0,0.0082,0.0273,0.0161,0.015,0.00512,0.00478
g2206,USGS-03085000,40.39118024,-79.8581042,"Monongahela River at Braddock, PA",United States,North America,DO_39576,0.67,0.13,574,574,3.9,16.2,9.587979094,8.863829787,2.267480787,3.2,1973,2019,47,47,0,0.00273,0.139,0.0334,0.0301,0.0295,0.0191,WT_24684,0.57,0.05,124,124,2,84,17.58064516,12,14.96722532,12,2002,2019,18,18,0,0.0109,0.0301,0.0188,0.0164,0.00607,0.00683
g2207,USGS-03086000,40.5492342,-80.2056148,"Ohio River at Sewickley, PA",United States,North America,DO_39605,0.34,0.06,325,325,5.4,18.2,10.11323077,9.4,2.469491693,4,1972,2019,48,24,24,0.00273,0.15,0.037,0.0301,0.0332,0.0205,WT_24685,0.16,0.01,91,91,2,236,25.73626374,14,38.4247707,16,1972,2019,48,20,28,0.00273,0.0273,0.0124,0.0109,0.00706,0.0116
g2208,USGS-03099510,41.03144837,-80.5192364,Mahoning River at OH-PA St line bl Lowellville OH,United States,North America,DO_34446,0.58,0.5,58,58,0.8,12.6,5.305172414,4.4,2.845875588,5.475,1969,1977,9,9,0,0.00273,0.0355,0.0176,0.0164,0.0135,0.0273,WT_23483,1,1,48,48,12,494,77.9375,62,86.06192878,50.5,1969,1973,5,5,0,0.0164,0.0328,0.0262,0.0328,0.00898,0.0164
g2209,USGS-03099600,41.0183934,-80.4406228,"Mahoning River at North Edinburg, PA",United States,North America,DO_39606,0.27,0.02,144,144,3.3,16,9.672916667,9.2,2.670669981,4.325,1975,2019,45,20,25,0.00273,0.0328,0.0197,0.0191,0.0082,0.0137,WT_24686,0.2,0.01,106,106,2,162,23.20754717,14,24.14035033,20,1976,2019,44,19,25,0.00546,0.0246,0.0152,0.0164,0.00592,0.00956
g2210,USGS-03101500,41.49810898,-80.46006929,"Shenango River at Pymatuning Dam, PA",United States,North America,DO_39608,0.2,0,106,106,5.9,15.2,10.33679245,10,2.274509909,4.075,1975,2019,45,20,25,0.00273,0.0191,0.0145,0.0137,0.00453,0.0082,WT_24687,0.13,0,69,69,2,38,10.84057971,10,6.365400936,6,1976,2019,44,19,25,0.00273,0.0164,0.00992,0.0109,0.00367,0.00273
g2211,USGS-03102500,41.42199889,-80.376178,"Little Shenango River at Greenville, PA",United States,North America,DO_39609,0.2,0.01,107,107,6.3,14.4,10.38224299,10.1,2.260898681,4.25,1975,2019,45,20,25,0.00546,0.0191,0.0146,0.0137,0.00409,0.00615,WT_24688,0.16,0,86,86,2,262,24.51162791,14,37.78600556,15.5,1976,2019,44,19,25,0.00546,0.0191,0.0124,0.0137,0.00357,0.00273
g2212,USGS-03103500,41.2661668,-80.4725697,"Shenango River at Sharpsville, PA",United States,North America,DO_39610,0.21,0.01,123,123,5.9,15.2,10.48130081,9.9,2.50037209,4.3,1975,2019,45,20,25,0.00273,0.0328,0.0168,0.0178,0.00659,0.00546,WT_24689,0.17,0.01,91,91,2,60,12.08791209,10,7.658906727,10,1976,2019,44,19,25,0.00546,0.0191,0.0131,0.0137,0.00393,0.00546
g2213,USGS-03104500,41.0000608,-80.3503425,"Shenango River at New Castle, PA",United States,North America,DO_39611,0.22,0.01,114,114,3,16.7,9.748245614,8.95,2.821040806,4.825,1975,2019,45,20,25,0.00273,0.0191,0.0156,0.015,0.00417,0.00546,WT_24690,0.17,0.01,88,88,4,260,21,16,28.49157972,12.5,1976,2019,44,19,25,0.00546,0.0191,0.0127,0.0137,0.00367,0.00546
g2214,USGS-03105500,40.88867389,-80.3370083,"Beaver River at Wampum, PA",United States,North America,DO_39613,0.22,0.05,158,158,3.8,17.3,9.392405063,8.9,2.40881554,4,1975,2019,45,14,31,0.00273,0.0847,0.0308,0.0287,0.0238,0.0164,WT_24691,0.16,0.02,89,89,6,182,28.23595506,16,30.94864605,26,1976,2019,44,13,31,0.00273,0.0273,0.0187,0.0191,0.00747,0.0082
g2215,USGS-03105810,40.80589829,-79.965058,"Connoquenessing Creek at Renfrew, PA",United States,North America,DO_39615,0.2,0.02,105,105,6.3,18.2,10.62761905,10.1,2.395568635,4.2,1975,2019,45,20,25,0.00273,0.0246,0.0143,0.0137,0.0046,0.00342,WT_24692,0.33,0.01,69,69,2,184,27.33333333,12,41.58996862,18,2002,2019,18,18,0,0.00273,0.0191,0.0105,0.00956,0.00452,0.00478
g2216,USGS-03106000,40.8170092,-80.2422837,"Connoquenessing Creek near Zelienople, PA",United States,North America,DO_39617,0.29,0.04,240,240,6.2,17.4,10.49583333,10.55,2.51292953,4.245,1976,2019,44,19,25,0.0109,0.142,0.0345,0.0273,0.032,0.0178,WT_24693,0.42,0.04,89,89,2,178,26.29213483,14,31.17334316,22,2002,2019,18,17,1,0.00546,0.0246,0.0143,0.0137,0.00534,0.00273
g2217,USGS-03106500,40.8839524,-80.2336726,"Slippery Rock Creek at Wurtemburg, PA",United States,North America,DO_39622,0.18,0.01,129,129,6.3,16,11.69069767,11.9,2.108963084,3.5,1965,2019,55,21,34,0.00273,0.0328,0.0168,0.0164,0.00729,0.00546,WT_24694,0.14,0.01,73,73,2,116,21.91780822,14,20.36728956,24,1976,2019,44,19,25,0.00273,0.0164,0.0105,0.0109,0.00389,0.00546
g2218,USGS-03107500,40.76339848,-80.3150629,"Beaver River at Beaver Falls, PA",United States,North America,DO_39623,0.45,0.05,354,354,2.6,15.8,9.402542373,8.575,2.215341934,2.434042553,1975,2019,45,34,11,0.00273,0.164,0.0284,0.0219,0.0326,0.0164,WT_24695,0.58,0.05,118,118,2,620,41.45762712,16,84.19905638,24.5,2003,2019,17,17,0,0.0082,0.0301,0.019,0.0164,0.00567,0.00546
g2219,USGS-03108000,40.62784405,-80.337563,"Raccoon Creek at Moffatts Mill, PA",United States,North America,DO_39627,0.21,0.02,110,110,6.5,18.5,11.33636364,11.1,2.449516982,3.45,1976,2019,44,19,25,0.0109,0.0219,0.0158,0.0137,0.00323,0.00546,WT_24696,0.34,0.01,72,72,2,100,18.27777778,12,19.91617802,12.5,2002,2019,18,18,0,0.00273,0.0191,0.0109,0.0109,0.00513,0.00751
g2220,USGS-03109670,40.6195088,-80.58979338,"Ohio River at Mile 44.5 at Newell, WV",United States,North America,DO_39632,0.57,0.08,120,120,6.4,17.7,11.52,11.25,2.583450887,4.45,2002,2019,18,18,0,0.0109,0.0328,0.0182,0.0164,0.006,0.00546,WT_24698,0.43,0.05,92,92,2,164,23.36956522,14,25.7475988,20,2002,2019,18,18,0,0.00546,0.0301,0.014,0.0137,0.00642,0.00888
g2221,USGS-03230450,39.8478333,-83.1573333,Hellbranch Run near Harrisburg OH,United States,North America,DO_34683,0.67,0.03,267,267,3.7,985,14.3752809,10.5,59.68895191,4.15,1992,2020,29,29,0,0.00546,0.0683,0.0252,0.0246,0.0108,0.00546,WT_23497,0.66,0.04,425,425,1,2054,268.9952941,118,394.5257186,417.3333333,1996,2019,24,24,0,0.00273,0.0929,0.0484,0.0505,0.0281,0.0553
g2222,USGS-03277200,38.77478484,-84.9643932,"OHIO RIVER AT MARKLAND DAM NEAR WARSAW, KY",United States,North America,DO_22767,0.07,0.01,41,41,4.5,13.8,8.582926829,7.9,2.31677604,3.8,1980,2020,41,8,33,0.0082,0.0301,0.014,0.0109,0.00692,0.00342,WT_20127,0.28,0.12,45,45,3,560,79.08888889,16,131.7292026,41,1966,1978,13,13,0,0.00273,0.0273,0.00946,0.00546,0.0072,0.00546
g2223,USGS-03336645,40.1369806,-87.74585779,"MIDDLE FORK VERMILION RIVER ABOVE OAKWOOD, IL",United States,North America,DO_20095,0.34,0.02,185,185,4,17.6,10.77135135,10.8,2.461715735,3.8,1977,2019,43,24,19,0.00273,0.0328,0.0211,0.0219,0.00718,0.00546,WT_19543,0.72,0.07,181,181,1,2650,87.93370166,19,285.9006015,41,1977,1997,21,21,0,0.00273,0.041,0.0235,0.0246,0.00822,0.00273
g2224,USGS-03336900,40.14944444,-88.0341667,"SALT FORK NEAR ST. JOSEPH, IL",United States,North America,DO_20099,0.45,0.03,168,168,5,16.1,10.28630952,10.5,2.47323216,3.625,1977,2007,31,22,9,0.00273,0.0328,0.0209,0.0246,0.00784,0.00888,WT_19544,0.71,0.08,182,182,1,1100,45.97802198,22.5,100.2036162,45.75,1977,1997,21,21,0,0.00273,0.041,0.0237,0.0246,0.00878,0.00273
